,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價,lat,lng,鄰近ATM統計,鄰近便利商店統計,鄰近公車站點統計,鄰近國中統計,鄰近國小統計,鄰近大學統計,鄰近捷運站點統計,鄰近火車站點統計,鄰近腳踏車站點統計,鄰近郵局據點統計,鄰近醫療機構統計,鄰近金融機構統計,鄰近高中統計
7710,TR-7711,桃園市,八德區,大和路,0.3324908091896621,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.583333333333334,0.7186786777642442,0.4937570056893744,1.0,279822,2760721,,0.8756898427960449,0.2024696936093142,-0.4384519028208025,1.5452866685554267,24.954054511882354,121.29533227117773,39,27,188,0,2,0,0,0,8,2,52,13,0
7711,TR-7712,台北市,松山區,民權東路三段,0.0607673572410761,,11,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),36.583333333333336,0.0688759419864591,-0.8193256863726953,0.0,305104,2772803,,0.2553092103933326,0.4908401003035698,-0.4384519028208025,3.409733896568023,25.062423578094847,121.54617942512292,121,60,496,6,5,0,2,0,30,5,132,55,0
7712,TR-7713,新北市,中和區,南山路,0.782134720608917,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),26.33333333333333,-0.0741840767656795,1.2198144942413425,1.0,301082,2764798,,0.1002847751189657,-0.2394707521528883,-0.2334780105593819,1.9809489605282196,24.990295741700187,121.50601903339344,95,78,518,1,13,0,3,0,26,4,162,12,0
7713,TR-7714,高雄市,前鎮區,鄭和南路,-1.0652290559238984,,9,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.916666666666668,-0.6596385310163984,-0.3188094602219768,1.0,179570,2500762,,-0.7868623581299655,-1.1762479904673642,-0.3252892331348098,1.348535956051585,22.60550078630115,120.31494658171843,33,17,122,3,4,0,3,0,32,2,67,8,1
7714,TR-7715,台北市,大安區,羅斯福路二段,-0.9606590276709092,,8,26,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),31.58333333333333,0.4291114108924459,-0.8193256863726953,0.0,302866,2768670,,0.7585728424245342,1.44297434252484,-0.2847214836247364,3.925033381697133,25.025190992335226,121.52383903610033,117,56,604,3,8,4,3,0,38,5,173,44,1
7715,TR-7716,台北市,內湖區,文德路,-0.3112000818008719,,4,14,住家用,鋼骨造,住宅大樓(11層含以上有電梯),20.0,-0.6159736256944605,1.1657463833917276,1.0,309022,2774382,,-0.9076569454696636,0.0352489844019942,-0.4384519028208025,3.4800020081765384,25.076530601266477,121.58508000118312,84,46,902,5,4,2,1,0,30,4,106,17,5
7716,TR-7717,台北市,萬華區,康定路,-1.2982344394938206,,4,26,住家用,鋼骨造,住宅大樓(11層含以上有電梯),6.416666666666667,-0.8762394429423266,0.8876818133079953,1.0,300652,2770254,,-1.2061072725033444,-0.538079161451674,-0.1566128009613488,3.5268474159155483,25.039567024346066,121.50195979715963,137,80,840,2,9,0,3,1,39,8,87,30,0
7717,TR-7718,新北市,汐止區,福德一路,-0.7078980561386891,住,9,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.58333333333333,-0.947482183204436,1.0792374060323442,1.0,314045,2773134,,-1.0063860110002367,-0.3060177690823321,-0.1352613538507843,2.238598703092774,25.065059366073278,121.6348121685617,72,52,501,1,3,0,0,0,26,3,56,12,1
7718,TR-7719,高雄市,楠梓區,德豐街,0.1002304660416757,,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.916666666666666,0.4492202488696541,0.3145598383020802,1.0,177930,2514161,,0.1116004273287736,-0.3537951145701378,0.7700400036371576,1.301690548312575,22.7264307327187,120.29838065133269,32,17,141,2,2,0,0,0,26,1,38,2,2
7719,TR-7720,台北市,內湖區,東湖路,0.147576583177596,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.333333333333336,-0.6113773198710986,-0.8193256863726953,0.0,312037,2773436,,-0.0830287906799207,-0.0961387156894713,-0.4384519028208025,2.402557630179309,25.067869513671084,121.61492346167519,61,39,490,2,5,0,3,0,22,2,51,7,1
7720,TR-7721,新北市,永和區,環河東路三段,-0.2086488727557087,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.75,-0.629762543164546,-0.8193256863726953,0.0,303204,2766511,,-0.0946273341949736,-0.208756744339299,-0.4384519028208025,2.051217072136734,25.00568774361238,121.52710487827824,52,39,252,2,4,0,0,0,28,3,101,10,1
7721,TR-7722,高雄市,前鎮區,民權二路,-1.102673345516672,,19,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.08333333333333,0.39004281139387,0.3037462161321572,1.0,179334,2501010,,0.376669580343521,0.4311184184438128,-0.128855919717615,0.9316118271743964,22.607730545933745,120.31264007670559,56,27,160,1,3,0,1,0,36,3,93,15,1
7722,TR-7723,高雄市,三民區,寶興路,-0.0880965257740964,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.25,0.0005058928639513,2.5838756908187634,2.0,180919,2505127,,0.1845863840820339,-0.0688373754107252,-0.4384519028208025,1.0206181018785152,22.64497453472132,120.32787563475301,60,40,298,2,6,1,0,1,24,3,147,17,4
7723,TR-7724,桃園市,桃園區,莊敬路一段,-0.7558690458865555,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333333333,-0.1764518813354812,-0.0639169376452222,1.0,280281,2768591,花台0.98㎡,0.054173492363999,-0.3316127755936566,-0.2292077211372687,1.27826784444307,25.025097924026202,121.30005020065497,55,32,183,1,8,0,0,0,13,2,58,11,0
7724,TR-7725,台北市,松山區,三民路,-0.9370580697889428,,6,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),49.66666666666666,-1.4479049797229595,-0.8193256863726953,0.0,306878,2772569,,-1.46127522983451,0.0011223090535617,-0.4384519028208025,4.252951235870203,25.06024534210833,121.56375261738457,72,44,410,5,3,0,1,0,27,2,89,15,1
7725,TR-7726,新竹縣,新豐鄉,康樂路一段,-0.3497018481215543,農,2,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),13.166666666666666,-0.7280085801389061,-0.8193256863726953,0.0,248425,2751532,,-1.088424489521343,-0.7394265460074265,1.6539899140145349,0.7301765738966535,24.871383678690375,120.98441285760687,12,11,1,0,2,0,0,0,0,0,5,0,2
7726,TR-7727,台南市,東區,林森路二段,0.2770934487844353,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.66666666666666,-0.5223238945434623,-0.8193256863726953,0.0,170628,2543202,,-0.2389018998700228,-0.0807817117826766,-0.4384519028208025,0.7957601447312674,22.988345295995238,120.22581475041397,54,25,103,3,6,0,0,0,3,3,150,23,3
7727,TR-7728,新竹縣,竹北市,隘口,0.5090413556264493,,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.5,0.97836995678419,1.9644096207988924,2.0,254120,2743925,,0.8541901035974103,0.4771894301641968,1.0497439607855548,2.308866814701289,24.802698534924822,121.04075149066628,25,10,29,1,8,0,0,1,0,0,13,3,0
7728,TR-7729,台中市,南區,南和路,-1.1724908431206558,,2,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.75,-0.4005217902243726,-0.8193256863726953,0.0,216236,2667872,,-0.5045368354952608,-0.116614720898531,-0.4384519028208025,1.2314224367040598,24.115657982461347,120.66784339632883,36,22,125,1,1,0,0,0,38,1,72,4,2
7729,TR-7730,桃園市,八德區,和平路,0.360970580157208,農,4,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),11.666666666666666,-0.0879729942357653,0.11373542657494,1.0,282675,2762532,,-0.2165534867556526,-1.171128989165099,0.6419313209737695,1.348535956051585,24.970346040199072,121.32362842048015,28,18,56,2,0,0,0,0,7,2,18,3,0
7730,TR-7731,高雄市,三民區,建安街,-0.87291249281647,,4,22,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.0,0.183783587570506,-0.8193256863726953,0.0,180041,2505123,,0.0773705793941048,0.2963180508175037,1.4297997193536056,0.7629683593139605,22.64490237246378,120.31933376240596,63,36,233,1,3,4,0,1,27,5,122,14,3
7731,TR-7732,台北市,萬華區,西寧南路,-0.5484353722824297,,12,14,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.083333333333332,0.5848112706588292,-0.8193256863726953,0.0,301093,2770830,,0.2366383842471498,0.1905253572373627,0.1892806422297984,3.0818160423949537,25.044752311946983,121.50635131262254,180,76,831,5,3,0,4,0,32,9,106,59,1
7732,TR-7733,嘉義市,嘉義市,新生路,-0.3234331648578179,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.08333333333333,0.0849630123682255,-0.357429539400273,1.0,194651,2598930,,0.2612499278034815,1.2518649605736176,-0.4384519028208025,0.8098137670529704,23.492543876523488,120.45809385378118,21,7,0,3,2,0,0,0,0,1,35,3,1
7733,TR-7734,新北市,新店區,寶強路,0.7490885728617643,,4,27,一般事務所,鋼骨造,住宅大樓(11層含以上有電梯),8.916666666666666,3.497720086214418,1.8979830846122232,2.0,304931,2763492,,3.5659861556778485,2.086262172842796,0.3067136013379039,3.175506857872974,24.97837064450532,121.54409408474558,134,74,749,1,2,2,3,0,49,6,130,43,3
7734,TR-7735,台北市,內湖區,康寧路一段,2.2966817305944107,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),27.5,0.3090329212571169,-0.8193256863726953,0.0,310294,2774696,,0.0287132748919313,0.0164793129603563,-0.4384519028208025,2.2948131923795865,25.079315091984423,121.59770245436901,47,24,562,3,7,0,2,0,20,2,80,18,2
7735,TR-7736,新北市,林口區,文化三路一段,0.1217885711538179,,18,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.75,1.1673930337699467,1.576664025848799,2.0,286578,2773591,,0.597041907129528,-0.1780427365257097,2.51445323257029,2.425980334048814,25.070099606051503,121.36257813072088,53,30,559,1,2,0,1,0,32,1,36,11,0
7736,TR-7737,台中市,北屯區,雷中街,0.530094755936635,,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.916666666666666,0.2745606275819027,-0.8193256863726953,1.0,216285,2675037,,0.0875546663829318,-0.5926818420091662,-0.4384519028208025,1.282952385216971,24.180353617042996,120.66815842437776,33,23,156,3,3,0,0,0,33,2,62,12,1
7737,TR-7738,台北市,中山區,民生東路一段,-1.450895625304666,,10,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),43.16666666666666,-1.3858548511075743,-0.8193256863726953,0.0,302949,2772262,,-1.430440077562784,-1.6420771089734696,-0.4384519028208025,2.730475484352379,25.05761649590601,121.52479942976893,264,150,755,5,12,0,9,0,56,7,274,98,4
7738,TR-7739,台北市,松山區,復興南路一段,-1.1584312093518674,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),42.66666666666666,-0.4194815517457402,-0.8193256863726953,0.0,304874,2771102,,0.1087715142763214,-1.6420771089734696,-0.4384519028208025,3.784497158480103,25.047075474692505,121.54383202464004,214,103,655,3,7,8,5,0,51,5,369,79,2
7739,TR-7740,新北市,五股區,工商路,0.3120622814914224,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.833333333333336,-0.3350244322414659,-0.8193256863726953,0.0,294082,2775303,,0.623067907212086,-1.6420771089734696,-0.4384519028208025,1.2314224367040598,25.085355291134157,121.43701456396853,29,25,431,1,1,0,0,0,13,1,18,6,0
7740,TR-7741,新北市,永和區,仁愛路,0.6846305595833185,,10,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),31.416666666666668,0.8416298585391743,0.8212552771213258,1.0,301512,2767308,,1.1665021045881052,1.4873390204778028,-0.4384519028208025,2.332289518570794,25.012941528829796,121.51037209418041,91,60,367,1,4,0,1,0,48,3,131,24,1
7741,TR-7742,台北市,中正區,新生南路一段,0.483301410726667,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.416666666666666,-0.2356293188112651,0.175527553260214,1.0,303732,2770327,,-0.8236382278118407,-0.6182768485204907,0.8490403579462464,4.702667150164698,25.04011982228246,121.53248433979456,144,65,572,3,5,17,5,0,48,8,201,50,2
7742,TR-7743,新北市,汐止區,大同路二段,-1.3473590402175877,,10,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.08333333333333,-1.1066292723383406,-0.8193256863726953,0.0,315947,2773220,,-1.0366553806614724,0.0744946610526918,-0.4384519028208025,2.1683305914842594,25.06575395286362,121.65366790252465,64,38,516,3,4,0,0,2,30,1,55,16,1
7743,TR-7744,台北市,萬華區,開封街二段,-1.3249837939975158,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),41.25,-1.3042704227429014,-0.8193256863726953,0.0,300922,2771097,,-1.33765172944236,-1.6420771089734696,-0.4384519028208025,2.613361965004854,25.04716854730103,121.50466655551423,141,67,660,4,2,0,4,0,23,4,66,48,0
7744,TR-7745,新北市,樹林區,樹新路,-0.38096951228086,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.91666666666666,-0.9262242687713872,-0.8193256863726953,0.0,293476,2765849,,-0.7065212274403301,0.5727441211398082,-0.4384519028208025,1.395381363790595,25.000021446013484,121.4307087826263,42,27,286,1,0,0,0,0,22,3,32,4,0
7745,TR-7746,桃園市,桃園區,大連三街,2.5488899302006787,,3,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.666666666666668,1.9970262348867656,2.579241281317368,2.0,280710,2766638,,2.187456825218014,1.5436480348027168,0.5885527031973574,1.348535956051585,25.007457140087517,121.3042575980856,61,50,186,2,3,0,0,0,17,2,121,20,0
7746,TR-7747,台北市,大安區,忠孝東路四段,-0.8155443803274134,,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),34.0,-1.271521743751448,-0.8193256863726953,0.0,305619,2770779,,-1.426479599289351,-1.065336295584958,-0.4384519028208025,4.393487459087233,25.044132249199023,121.5512020864685,245,109,769,3,14,0,5,0,43,5,484,91,2
7747,TR-7748,宜蘭縣,羅東鎮,中正北路,1.6743086090960395,住,2,4,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),0.1666666666666666,0.1981470432685119,-0.8193256863726953,0.0,328034,2731224,,0.3438541889350785,0.0369553181694158,-0.4384519028208025,1.395381363790595,24.686050519948825,121.77110998441212,33,12,0,0,3,0,0,2,0,3,55,19,0
7748,TR-7749,台南市,永康區,復興路,-0.9103567824092436,,19,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,-0.8124656996431807,0.9247570893191596,1.0,172444,2544428,,-1.0111951631894052,-0.8964092526102166,-0.4384519028208025,1.55934029087713,22.999501568786762,120.2434649182562,21,10,101,1,1,0,0,0,1,1,29,9,1
7749,TR-7750,新北市,板橋區,中山路二段,-0.1250601441269113,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),47.083333333333336,-1.1893627771588544,-0.8193256863726953,0.0,298165,2767683,,-1.0762601633957998,0.2178266975161088,-0.4384519028208025,2.0043716643977243,25.016437161107568,121.47722461469739,97,61,329,3,1,0,1,0,46,5,85,22,3
7750,TR-7751,新北市,板橋區,民族路,0.3438827175766806,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.16666666666666,-0.3470897350277908,-0.8193256863726953,0.0,297419,2766829,,0.3002889279273187,0.183700022167676,-0.4384519028208025,2.051217072136734,25.008750734420577,121.46980401894808,146,70,585,1,3,0,3,1,57,8,141,37,1
7751,TR-7752,高雄市,三民區,順昌街,-1.0773900382948505,,13,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.0,-0.1879426458938857,0.547825116538989,1.0,179923,2505835,,-0.5240563355571792,-0.0807817117826766,0.0056581970789424,1.348535956051585,22.651327205101,120.31815399887182,45,26,222,3,6,0,0,0,23,2,105,9,2
7752,TR-7753,新北市,中和區,圓通路,0.4055768712253647,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),32.916666666666664,-0.3671985730049988,-0.8193256863726953,0.0,300274,2765338,,0.269170884350347,0.0096539778906696,-0.2334780105593815,1.6530311063551495,24.995197890537952,121.4980348593505,109,72,697,2,18,0,3,0,33,4,122,23,2
7753,TR-7754,高雄市,鼓山區,美術館路,-0.2131912159733171,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.083333333333332,0.6192835643340434,-0.8193256863726953,0.0,176349,2506167,,0.4493726457915363,0.3918727417931152,0.0419556571669024,1.245476059025763,22.65417360590397,120.28336562175392,31,26,165,3,4,0,5,1,27,2,46,3,2
7754,TR-7755,台北市,文山區,興隆路三段,2.9639495459049137,,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,-0.2092005603269346,0.2126028292713782,1.0,306627,2765103,,-0.0898181820058052,-0.2531214222922614,2.8496709522061554,2.2151759992232694,24.99285234788036,121.56095840651467,52,30,623,3,8,8,2,0,19,2,50,13,2
7755,TR-7756,桃園市,桃園區,莊敬路一段,-0.1440947252292713,,6,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333333333,-0.0695877709423178,0.8475169309625673,1.0,280318,2768477,,-0.0287136600728432,0.2434217040274333,-0.4384519028208025,1.27826784444307,25.024067965552117,121.3004143191352,60,38,190,1,9,0,0,0,15,2,74,14,0
7756,TR-7757,新北市,樹林區,學成路,-0.2660890859307592,,18,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.916666666666666,0.7002934544707969,2.6549366365068283,2.0,288451,2759916,,0.7430138206360485,0.3150877222591419,-0.4384519028208025,1.9341035527892092,24.946592848942235,121.3807630376026,38,27,450,3,2,0,0,0,28,1,35,8,1
7757,TR-7758,台北市,南港區,興中路,-1.1970291099205417,,3,25,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.25,-0.7555864150790775,-0.8193256863726953,0.0,311266,2772036,,-1.1014374895626222,-0.6762921966128261,0.3366056272926945,4.534023682304262,25.055262050992518,121.6072191956916,74,28,708,0,5,0,4,1,29,3,31,25,2
7758,TR-7759,台北市,北投區,行義路,0.0681216272124423,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.75,0.130926070601844,-0.8193256863726953,0.0,303268,2780191,,0.5325426895336236,0.4191740820718613,-0.4384519028208025,1.6108702393900407,25.12918738176696,121.5282683539861,14,14,276,0,0,0,0,0,2,1,16,2,0
7759,TR-7760,台北市,北投區,公館路,6.647645694013495,,3,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.0,0.923788825131768,0.7749111821073706,1.0,301132,2780211,,1.070601952109984,0.4328247522112344,-0.2356131552704383,2.051217072136734,25.129441929819862,121.50708667158023,50,28,375,2,4,0,4,0,20,3,59,11,0
7760,TR-7761,新竹縣,竹北市,勝利七街二段,0.1360164398565922,,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.833333333333332,-0.1908153370334871,-0.8193256863726953,0.0,253488,2746027,,-0.2004286823566763,-0.3879217899185705,0.0931991302322576,1.8169900334416844,24.821678241618386,121.03450554655313,36,28,40,1,1,0,0,0,0,1,33,5,1
7761,TR-7762,新北市,中和區,秀朗路三段,-1.2235140952422592,,8,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.08333333333333,-1.0589425994209611,-0.8193256863726953,0.0,303047,2764917,,-0.93849209774139,-0.4118104626624733,-0.4384519028208025,2.721106402804577,24.991302610733317,121.52548828574017,47,36,282,0,3,0,3,0,27,1,48,2,1
7762,TR-7763,台北市,內湖區,文湖街,0.9040329470624134,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.166666666666668,-0.3160646707200983,0.7656423631045796,1.0,306502,2775804,,-0.2686054869207682,-0.1456223949446988,-0.3039377860242449,3.175506857872974,25.08946456490461,121.56015884453106,38,26,417,1,3,6,1,0,13,1,19,4,0
7763,TR-7764,台北市,松山區,民權東路三段,-1.084984643886196,,2,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),42.16666666666666,-1.5450019402414794,-0.8193256863726953,0.0,305246,2772699,,-1.4196902079634663,-1.1984303294438454,-0.4384519028208025,3.690806343002083,25.061479493712472,121.5475826758635,120,61,470,6,5,0,2,0,25,6,143,52,0
7764,TR-7765,新北市,汐止區,伯爵街,1.298519833696421,其他,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),24.58333333333333,-0.1603648109537145,-0.8193256863726953,0.0,314325,2775275,,-0.4666294005924046,-0.079075378015255,0.0312799336116199,1.053409887295822,25.084375845385416,121.6376874816585,2,3,152,0,2,0,0,0,2,0,0,0,0
7765,TR-7766,台北市,中正區,牯嶺街,-0.039116126422317,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),14.75,-0.597588402401013,-0.8193256863726953,0.0,302414,2768734,,-0.6728571621161519,-0.6472845225666585,-0.1993156951824782,3.690806343002083,25.025784497964654,121.51936283245247,108,48,578,5,3,4,4,0,35,6,151,37,2
7766,TR-7767,新竹市,新竹市,關新東路,0.1350550973766748,,6,9,辦公室,鋼筋混凝土造,華廈(10層含以下有電梯),7.416666666666667,-0.4815316803611256,-0.4346696977568654,1.0,251991,2741792,,-1.1305752940028773,-0.7718468875884376,0.4988766253329862,1.9106808489197045,24.78344471506465,121.01969021785693,47,29,44,3,4,0,0,1,11,0,58,18,2
7767,TR-7768,高雄市,前鎮區,南天街,-0.5662682752848932,,7,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.916666666666667,2.352665397969391,1.3480331571132855,2.0,178685,2501645,,1.639496366958071,0.7706788381607175,1.4127185616651534,1.5359175870076247,22.613437767365532,120.30629893255325,101,49,225,2,4,0,3,0,44,4,130,46,0
7768,TR-7769,基隆市,安樂區,麥金路,-1.1882568597912977,,10,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.333333333333333,-0.9061154307941788,-0.8193256863726953,0.0,322745,2779521,,-1.2776787727303789,0.2024696936093142,-0.0349095524311306,1.7232992179636646,25.122324621686875,121.72137927703247,25,18,125,1,0,0,0,0,0,2,13,3,0
7769,TR-7770,新北市,新店區,安民街,-0.4158662443018531,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.33333333333333,-0.3654749583212383,-0.8193256863726953,0.0,302068,2762021,,-0.3121707479285284,0.2365963689577467,-0.4384519028208025,1.5827629947466348,24.965191334017575,121.51568150608851,31,24,482,2,1,0,0,0,12,3,28,3,2
7770,TR-7771,台北市,中正區,博愛路,-1.285688920130902,商,10,10,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),43.91666666666666,-1.4168799154152671,-0.8193256863726953,0.0,301594,2770945,,-1.2955009249608258,-1.6420771089734696,-0.4384519028208025,3.128661450133964,25.045773523462262,121.51132056601688,253,96,1051,5,2,0,7,2,40,14,149,71,1
7771,TR-7772,新竹市,新竹市,慈雲路,-0.4556898565324214,,19,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.166666666666667,0.4681800103910223,0.547825116538989,1.0,251211,2742781,,0.24427644948877,-0.538079161451674,0.4924711911998168,2.285444110831784,24.79237485491996,121.0119771777475,37,18,42,1,2,0,0,0,3,1,31,10,0
7772,TR-7773,台中市,南屯區,大墩路,-0.0221964987757748,,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.416666666666668,1.217952397826928,0.1106458202406763,1.0,214458,2672188,,1.0519311259638011,1.3115866424333744,0.4070654027575583,1.5359175870076247,24.15458919732828,120.65024642021082,79,42,243,2,3,0,0,0,50,1,223,37,0
7773,TR-7774,台北市,信義區,林口街,0.7837209357007803,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.91666666666666,-0.4729136069423221,-0.8193256863726953,0.0,308662,2770373,,0.0106082313562388,0.6973064861615874,-0.4384519028208025,3.878187973958122,25.040351995151614,121.58134071651207,114,73,492,2,5,0,2,0,39,4,176,39,4
7774,TR-7775,新北市,新店區,玫瑰路,0.0704288491642434,,7,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),36.41666666666666,0.0958792386987099,-0.8193256863726953,0.0,300054,2760065,,0.3076441018636935,0.5266731094194242,-0.4384519028208025,1.2079997328345549,24.947600115001542,121.49566473895082,12,5,283,1,1,0,0,0,2,2,10,0,0
7775,TR-7776,台北市,大同區,迪化街二段,0.0975867742219035,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),39.25,0.1148390002200776,-0.8193256863726953,0.0,301389,2773166,,0.4782275589265461,0.6290531354647221,-0.4384519028208025,2.753898188221884,25.06583159343159,121.50937185591572,83,59,560,2,19,0,2,0,30,4,102,20,1
7776,TR-7777,台北市,文山區,仙岩路,2.0463962159479774,,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.416666666666668,-0.0236247127086986,0.9000402386450503,1.0,305597,2765537,,0.2004282971757648,0.2468343715622765,0.7913914507477217,2.5196711495268342,24.996808603389614,121.55077285802034,55,32,518,5,6,8,1,0,19,2,59,9,2
7777,TR-7778,台北市,大安區,信義路三段,0.404951998613418,,2,14,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.33333333333333,1.5799114814166753,2.863485064069628,2.0,304141,2769631,,1.698620649754317,1.2245636202948715,-0.4384519028208025,5.9393859144745615,25.033821795872267,121.53651005892651,145,66,616,4,9,8,5,0,41,5,266,51,4
7778,TR-7779,桃園市,桃園區,中埔六街,0.8077785312607072,,11,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.583333333333332,0.6669702372514229,1.9319687542891235,2.0,279790,2767583,,0.612883820223259,0.2041760273767358,1.1863932222931683,1.5359175870076247,25.016007201195563,121.29516323924152,67,45,152,2,8,0,0,0,13,0,124,24,0
7779,TR-7780,新竹縣,竹北市,成功八路,-0.7107099828924468,,5,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.0,-0.0276464803041404,0.6451477160682956,1.0,251852,2745564,,-0.3297100088537306,-0.8076798967042919,0.874662094478924,2.379134926309804,24.817500858064538,121.0183205651293,40,27,24,1,5,0,0,0,0,1,49,9,0
7780,TR-7781,新北市,淡水區,淡金路,-0.2223239695325303,,4,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.25,-0.3212355147713801,-0.8193256863726953,0.0,296240,2783791,,-0.4343797917944524,-0.8622825772617839,-0.1181801961623325,1.4656494753991098,25.16191991814258,121.45869375954103,20,12,293,0,0,0,4,0,8,1,3,0,0
7781,TR-7782,新北市,深坑區,翠谷街,6.91670142058031,其他,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),45.0,-1.1939590829822164,-0.8193256863726953,0.0,313198,2767014,,-0.7755467059201577,-1.6420771089734696,-0.4384519028208025,1.4188040676601,25.009844913595515,121.62613657690125,2,3,172,0,0,0,0,0,0,0,2,0,0
7782,TR-7783,台北市,北投區,承德路七段,0.6593712859234955,,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.583333333333334,1.4018046307614027,1.525685521333448,1.0,300901,2778897,,1.4352488445710403,0.0028286428209833,0.6291204527074306,3.597115527524063,25.117587115175024,121.50474712706676,37,22,248,1,2,0,2,0,16,4,41,4,0
7783,TR-7784,台北市,北投區,北投路二段,3.8466301774028544,,7,14,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.08333333333333,5.4321902996218485,5.875851239976729,1.0,300302,2780325,,6.298433273041187,1.069287247459503,-0.4384519028208025,2.121485183745249,25.130499042803855,121.49885981780822,53,28,459,2,8,0,3,0,22,3,68,13,1
